timestamp,status,card_present_cat,age,gender,txn_description,balance,amount,geometry,long,lat,merch_suburb,merch_state,merch_geometry,merch_long,merch_lat
2018-08-01T14:19:28.000+0000,authorized,1,34,F,POS,486.68,22.25,130.90 -12.37,130.9,-12.37,Stuart Park,NT,130.84 -12.44,130.84,-12.44
2018-08-01T14:28:14.000+0000,authorized,1,40,F,SALES-POS,2029.05,11.05,153.10 -27.66,153.1,-27.66,Port Macquarie,NSW,152.92 -31.43,152.92,-31.43
2018-08-01T14:37:01.000+0000,authorized,1,19,F,POS,1609.16,16.18,150.82 -34.01,150.82,-34.01,Blacktown,NSW,150.91 -33.77,150.91,-33.77
2018-08-01T14:45:47.000+0000,authorized,0,40,M,SALES-POS,429.2,11.46,151.23 -33.96,151.23,-33.96,Brookvale,NSW,151.27 -33.77,151.27,-33.77
2018-08-01T15:00:00.000+0000,posted,,18,F,PAYMENT,86.91,36,138.61 -34.89,138.61,-34.89,,,,0,0
2018-08-01T15:00:00.000+0000,posted,,38,M,PAYMENT,28453.87,35,151.27 -33.90,151.27,-33.9,,,,0,0
2018-08-01T15:02:21.000+0000,authorized,0,30,F,POS,86.3,5.29,145.04 -37.85,145.04,-37.85,Windsor,VIC,144.99 -37.86,144.99,-37.86
2018-08-01T15:08:34.000+0000,authorized,1,19,F,SALES-POS,1602.58,6.58,150.82 -34.01,150.82,-34.01,Hurstville,NSW,151.1 -33.97,151.1,-33.97
2018-08-01T15:27:12.000+0000,authorized,1,26,M,SALES-POS,713.56,16.03,115.78 -31.90,115.78,-31.9,O'connor,WA,115.8 -32.07,115.8,-32.07
2018-08-01T15:33:24.000+0000,authorized,1,21,F,POS,143.4,32.41,130.84 -12.45,130.84,-12.45,Coconut Grove,NT,130.85 -12.4,130.85,-12.4
2018-08-01T15:39:37.000+0000,authorized,1,21,M,SALES-POS,750.75,12.89,147.08 -37.97,147.08,-37.97,Wheelers Hill,VIC,145.16 -37.91,145.16,-37.91
2018-08-01T15:45:50.000+0000,authorized,1,26,M,POS,697.46,16.1,115.78 -31.90,115.78,-31.9,Taree,NSW,152.46 -31.91,152.46,-31.91
2018-08-01T15:52:02.000+0000,authorized,1,22,M,SALES-POS,39595.08,39.92,145.03 -37.91,145.03,-37.91,Carlton North,VIC,144.98 -37.78,144.98,-37.78
2018-08-01T15:58:15.000+0000,authorized,1,44,M,POS,1082.64,8.1,144.79 -37.73,144.79,-37.73,Doncaster East,VIC,145.17 -37.76,145.17,-37.76
2018-08-01T16:00:00.000+0000,posted,,21,M,PAYMENT,2335.35,55,115.81 -31.82,115.81,-31.82,,,,0,0
2018-08-01T16:00:00.000+0000,posted,,34,F,PAY/SALARY,16433.32,3903.73,138.52 -35.01,138.52,-35.01,,,,0,0
2018-08-01T16:00:00.000+0000,posted,,20,F,PAYMENT,8.06,35,150.68 -33.79,150.68,-33.79,,,,0,0
2018-08-01T16:00:00.000+0000,posted,,26,M,PAY/SALARY,1796.37,1098.91,115.78 -31.90,115.78,-31.9,,,,0,0
2018-08-01T16:00:00.000+0000,posted,,38,M,PAY/SALARY,50383.16,2647.38,130.98 -12.49,130.98,-12.49,,,,0,0
2018-08-01T16:12:00.000+0000,authorized,1,20,M,POS,1691.91,13.52,151.22 -33.87,151.22,-33.87,Newtown,NSW,151.18 -33.9,151.18,-33.9
2018-08-01T16:28:40.000+0000,authorized,0,20,F,POS,43.06,76.82,150.68 -33.79,150.68,-33.79,Brookvale,NSW,151.27 -33.77,151.27,-33.77
2018-08-01T16:45:20.000+0000,authorized,0,40,F,POS,186344.95,26.91,143.83 -37.66,143.83,-37.66,Ballarat,VIC,143.81 -37.55,143.81,-37.55
2018-08-01T17:00:00.000+0000,posted,,30,F,PAY/SALARY,1244.45,1158.15,145.04 -37.85,145.04,-37.85,,,,0,0
2018-08-01T17:00:00.000+0000,posted,,69,M,PAY/SALARY,1969.05,1043.12,144.96 -37.76,144.96,-37.76,,,,0,0
2018-08-01T17:00:00.000+0000,posted,,22,M,PAYMENT,1162.08,33,255.00 -573.00,255,-573,,,,0,0
2018-08-01T17:00:00.000+0000,posted,,20,F,PAY/SALARY,1403.55,1395.49,150.68 -33.79,150.68,-33.79,,,,0,0
2018-08-01T17:00:00.000+0000,posted,,39,M,PAY/SALARY,7094.77,3071.14,145.17 -37.84,145.17,-37.84,,,,0,0
2018-08-01T17:00:00.000+0000,posted,,26,F,PAYMENT,3021.94,50,149.03 -34.97,149.03,-34.97,,,,0,0
2018-08-01T17:00:00.000+0000,posted,,34,F,PAYMENT,300.09,168,130.90 -12.37,130.9,-12.37,,,,0,0
2018-08-01T17:01:07.000+0000,authorized,0,28,M,POS,6941.78,22.59,147.63 -22.84,147.63,-22.84,Junee,NSW,147.59 -34.86,147.59,-34.86
2018-08-01T17:10:33.000+0000,authorized,1,44,M,SALES-POS,1067.36,15.28,144.79 -37.73,144.79,-37.73,Reservoir,VIC,145.01 -37.72,145.01,-37.72
2018-08-01T17:20:00.000+0000,authorized,1,18,F,SALES-POS,189.55,5.62,150.79 -33.64,150.79,-33.64,Robertson,SA,139 -33.97,139,-33.97
2018-08-01T17:38:52.000+0000,authorized,1,31,M,SALES-POS,492.41,93.79,150.92 -33.77,150.92,-33.77,Haymarket,NSW,151.21 -33.88,151.21,-33.88
2018-08-01T17:48:18.000+0000,authorized,1,23,F,SALES-POS,2025.72,14.86,145.01 -37.93,145.01,-37.93,Croydon,VIC,145.28 -37.79,145.28,-37.79
2018-08-01T17:57:44.000+0000,authorized,1,34,F,SALES-POS,468.09,18.59,130.90 -12.37,130.9,-12.37,Yarrawonga,NT,130.98 -12.47,130.98,-12.47
2018-08-01T18:00:00.000+0000,posted,,24,F,PAYMENT,860.46,46,116.00 -31.88,116,-31.88,,,,0,0
2018-08-01T18:19:29.000+0000,authorized,1,26,F,POS,1006.85,10.67,153.41 -27.95,153.41,-27.95,Bundall,QLD,153.41 -28.01,153.41,-28.01
2018-08-01T18:45:07.000+0000,authorized,0,35,M,SALES-POS,6022.68,19.58,151.68 -32.98,151.68,-32.98,Peterborough,SA,138.84 -32.97,138.84,-32.97
2018-08-01T19:00:00.000+0000,posted,,39,M,PAYMENT,7046.77,48,145.17 -37.84,145.17,-37.84,,,,0,0
2018-08-01T19:04:09.000+0000,authorized,1,21,M,SALES-POS,27984.9,26.75,146.92 -36.07,146.92,-36.07,Lavington,NSW,146.97 -36.04,146.97,-36.04
2018-08-01T19:14:03.000+0000,authorized,1,28,M,POS,823.53,9.21,144.97 -37.42,144.97,-37.42,Docklands,VIC,144.94 -37.82,144.94,-37.82
2018-08-01T19:23:57.000+0000,authorized,1,34,F,POS,16421.78,11.54,138.52 -35.01,138.52,-35.01,North Wagga Wagga,NSW,147.38 -35.1,147.38,-35.1
2018-08-01T19:33:51.000+0000,authorized,0,26,F,SALES-POS,995.57,11.28,153.41 -27.95,153.41,-27.95,Elanora,QLD,153.47 -28.13,153.47,-28.13
2018-08-01T19:43:45.000+0000,authorized,1,21,M,SALES-POS,27953.53,31.37,146.92 -36.07,146.92,-36.07,North Ward,QLD,146.81 -19.25,146.81,-19.25
2018-08-01T19:53:39.000+0000,authorized,1,37,M,POS,445.04,23.86,149.19 -21.15,149.19,-21.15,Bucasia,QLD,149.16 -21.03,149.16,-21.03
2018-08-01T20:00:00.000+0000,posted,,19,M,PAYMENT,4331.5,17,146.94 -36.04,146.94,-36.04,,,,0,0
2018-08-01T20:00:00.000+0000,posted,,23,F,PAYMENT,1992.72,33,145.01 -37.93,145.01,-37.93,,,,0,0
2018-08-01T20:00:00.000+0000,posted,,27,F,INTER BANK,117.08,33,116.06 -32.00,116.06,-32,,,,0,0
2018-08-01T20:00:00.000+0000,posted,,42,M,PHONE BANK,35322.36,36,144.98 -37.84,144.98,-37.84,,,,0,0
2018-08-01T20:09:28.000+0000,authorized,1,40,F,SALES-POS,1963.94,65.11,153.10 -27.66,153.1,-27.66,Brisbane Airport,QLD,153.12 -27.39,153.12,-27.39
2018-08-01T20:35:47.000+0000,authorized,0,28,M,SALES-POS,6924.65,17.13,147.63 -22.84,147.63,-22.84,Seven Mile Beach,TAS,147.5 -42.86,147.5,-42.86
2018-08-01T21:00:00.000+0000,posted,,41,F,INTER BANK,1679.94,43,144.93 -37.79,144.93,-37.79,,,,0,0
2018-08-01T21:01:28.000+0000,authorized,1,27,F,SALES-POS,34.97,7.29,147.61 -37.82,147.61,-37.82,Tullamarine,VIC,144.84 -37.67,144.84,-37.67
2018-08-01T21:19:59.000+0000,authorized,1,20,M,POS,614.93,27.82,145.04 -37.92,145.04,-37.92,Camberwell,VIC,145.06 -37.83,145.06,-37.83
2018-08-01T21:38:31.000+0000,authorized,0,26,F,POS,986.58,8.99,153.41 -27.95,153.41,-27.95,Elanora,QLD,153.47 -28.13,153.47,-28.13
2018-08-01T21:57:02.000+0000,authorized,0,38,M,POS,279.86,21.79,138.67 -34.86,138.67,-34.86,Yass,NSW,148.91 -34.84,148.91,-34.84
2018-08-01T22:00:00.000+0000,posted,,19,F,PAYMENT,1569.58,33,150.82 -34.01,150.82,-34.01,,,,0,0
2018-08-01T22:25:27.000+0000,authorized,1,26,F,POS,976.26,10.32,153.41 -27.95,153.41,-27.95,Labrador,QLD,153.41 -27.94,153.41,-27.94
2018-08-01T22:55:45.000+0000,authorized,1,23,M,POS,94.45,19.04,150.90 -34.37,150.9,-34.37,Yagoona,NSW,151.01 -33.91,151.01,-33.91
2018-08-01T23:00:00.000+0000,posted,,44,M,PAYMENT,1884.41,157,145.18 -37.90,145.18,-37.9,,,,0,0
2018-08-01T23:00:00.000+0000,posted,,26,M,PAYMENT,1767.37,29,115.78 -31.90,115.78,-31.9,,,,0,0
2018-08-01T23:00:00.000+0000,posted,,39,M,PAYMENT,7014.77,32,145.17 -37.84,145.17,-37.84,,,,0,0
2018-08-02T00:05:27.000+0000,authorized,1,21,M,SALES-POS,27923.06,30.47,146.92 -36.07,146.92,-36.07,Docklands,VIC,144.95 -37.82,144.95,-37.82
2018-08-02T00:50:54.000+0000,authorized,0,20,F,SALES-POS,1074.43,15.16,115.79 -31.79,115.79,-31.79,Rockingham,WA,115.74 -32.29,115.74,-32.29
2018-08-02T01:15:05.000+0000,authorized,1,43,M,POS,163.59,10.07,145.16 -37.84,145.16,-37.84,Taylors Lakes,VIC,144.78 -37.7,144.78,-37.7
2018-08-02T01:52:49.000+0000,authorized,1,23,M,SALES-POS,8306.12,35.99,151.27 -33.76,151.27,-33.76,Mortdale,NSW,151.06 -33.97,151.06,-33.97
2018-08-02T02:00:00.000+0000,posted,,43,M,INTER BANK,147.59,16,145.16 -37.84,145.16,-37.84,,,,0,0
2018-08-02T02:16:45.000+0000,authorized,1,18,M,SALES-POS,128.21,32.06,153.41 -28.01,153.41,-28.01,Arundel,QLD,153.38 -27.95,153.38,-27.95
2018-08-02T02:43:47.000+0000,authorized,1,33,M,SALES-POS,58111.04,43.7,145.13 -37.70,145.13,-37.7,Box Hill South,VIC,145.12 -37.83,145.12,-37.83
2018-08-02T03:00:00.000+0000,posted,,40,M,PAYMENT,54980.99,47,115.83 -31.90,115.83,-31.9,,,,0,0
2018-08-02T03:00:00.000+0000,posted,,37,M,PAYMENT,223.93,52,153.32 -27.93,153.32,-27.93,,,,0,0
2018-08-02T03:57:08.000+0000,authorized,1,30,F,SALES-POS,128.76,36.07,149.83 -29.47,149.83,-29.47,Melbourne,VIC,144.96 -37.82,144.96,-37.82
2018-08-02T04:00:00.000+0000,posted,,20,M,PAYMENT,6630.82,39,138.56 -35.27,138.56,-35.27,,,,0,0
2018-08-02T04:00:00.000+0000,posted,,41,F,PAYMENT,1657.94,22,144.93 -37.79,144.93,-37.79,,,,0,0
2018-08-02T04:26:29.000+0000,authorized,1,20,F,SALES-POS,1066.35,8.08,115.79 -31.79,115.79,-31.79,Beechboro,WA,115.95 -31.87,115.95,-31.87
2018-08-02T04:53:30.000+0000,authorized,1,18,F,SALES-POS,15.93,22.49,153.09 -27.48,153.09,-27.48,Southbank,VIC,144.97 -37.83,144.97,-37.83
2018-08-02T05:00:00.000+0000,posted,,19,M,PAYMENT,4298.5,33,146.94 -36.04,146.94,-36.04,,,,0,0
2018-08-02T05:00:00.000+0000,posted,,37,M,PAYMENT,205.93,18,153.32 -27.93,153.32,-27.93,,,,0,0
2018-08-02T06:00:00.000+0000,posted,,25,F,PAYMENT,213.37,46,115.74 -31.72,115.74,-31.72,,,,0,0
2018-08-02T06:00:00.000+0000,posted,,30,F,PAYMENT,3117.58,47,138.63 -34.93,138.63,-34.93,,,,0,0
2018-08-02T06:28:34.000+0000,authorized,1,42,M,POS,35305.32,17.04,144.98 -37.84,144.98,-37.84,Bairnsdale,VIC,147.63 -37.83,147.63,-37.83
2018-08-02T07:00:00.000+0000,posted,,35,F,PAYMENT,1580.32,33,144.96 -37.84,144.96,-37.84,,,,0,0
2018-08-02T07:00:00.000+0000,posted,,19,F,INTER BANK,1146.46,22,144.66 -37.91,144.66,-37.91,,,,0,0
2018-08-02T07:00:00.000+0000,posted,,43,F,INTER BANK,2074.79,197,144.95 -37.76,144.95,-37.76,,,,0,0
2018-08-02T07:20:44.000+0000,authorized,0,19,M,POS,50671.14,1692.56,115.90 -31.92,115.9,-31.92,West Perth,WA,115.84 -31.95,115.84,-31.95
2018-08-02T07:57:46.000+0000,authorized,1,40,F,POS,1917.11,46.83,153.10 -27.66,153.1,-27.66,Capalaba,QLD,153.19 -27.53,153.19,-27.53
2018-08-02T08:00:00.000+0000,posted,,43,F,PAYMENT,2031.79,43,144.95 -37.76,144.95,-37.76,,,,0,0
2018-08-02T08:00:00.000+0000,posted,,18,F,PAYMENT,38.55,151,150.79 -33.64,150.79,-33.64,,,,0,0
2018-08-02T08:08:02.000+0000,authorized,1,53,F,POS,463.96,6.48,153.03 -27.51,153.03,-27.51,Clayfield,QLD,153.05 -27.42,153.05,-27.42
2018-08-02T08:16:34.000+0000,authorized,1,40,F,POS,186236.3,108.65,143.83 -37.66,143.83,-37.66,Belrose,NSW,151.21 -33.7,151.21,-33.7
2018-08-02T08:25:07.000+0000,authorized,0,47,F,POS,17.44,20.87,115.72 -32.28,115.72,-32.28,Kingsley,WA,115.81 -31.82,115.81,-31.82
2018-08-02T08:33:40.000+0000,authorized,1,21,M,SALES-POS,2293.86,41.49,115.81 -31.82,115.81,-31.82,Adelaide,SA,138.6 -34.92,138.6,-34.92
2018-08-02T08:42:13.000+0000,authorized,1,26,F,SALES-POS,968.15,8.11,153.41 -27.95,153.41,-27.95,Burleigh Heads,QLD,153.45 -28.09,153.45,-28.09
2018-08-02T08:50:46.000+0000,authorized,1,24,F,POS,847.49,12.97,116.00 -31.88,116,-31.88,Warwick,WA,115.81 -31.85,115.81,-31.85
2018-08-02T08:59:18.000+0000,authorized,1,39,F,SALES-POS,4428.26,46.12,151.04 -33.80,151.04,-33.8,Melbourne,VIC,144.96 -37.82,144.96,-37.82
2018-08-02T09:00:00.000+0000,posted,,34,F,PAYMENT,16394.78,27,138.52 -35.01,138.52,-35.01,,,,0,0
2018-08-02T09:00:00.000+0000,posted,,21,F,INTER BANK,104.4,39,130.84 -12.45,130.84,-12.45,,,,0,0
2018-08-02T09:03:53.000+0000,authorized,0,19,F,POS,842.07,25.7,145.15 -37.76,145.15,-37.76,Wollert,VIC,145.03 -37.62,145.03,-37.62
2018-08-02T09:08:08.000+0000,authorized,1,26,F,SALES-POS,2986.34,35.6,149.03 -34.97,149.03,-34.97,Kidman Park,SA,138.53 -34.91,138.53,-34.91
2018-08-02T09:12:22.000+0000,authorized,1,40,F,POS,1872.72,44.39,153.10 -27.66,153.1,-27.66,Kalbarri,WA,114.17 -27.7,114.17,-27.7
2018-08-02T09:16:36.000+0000,authorized,1,40,F,POS,1845.04,27.68,153.10 -27.66,153.1,-27.66,Greenslopes,QLD,153.05 -27.51,153.05,-27.51
